"Exporter","Importer",2013,2014,2015,2016,2017,2018,2019,2020
27,121,0,0,0,0,0,0,0,0
43,121,3,0,0,0,2,0,0,0
45,121,0,0,0,0,0,0,0,0
46,121,0,0,0,0,0,6,0,0
47,121,0,0,18,0,0,0,0,0
57,121,0,0,0,0,0,0,0,0
60,121,0,0,0,0,0,0,0,0
61,121,0,0,0,0,-1,0,0,0
65,121,0,0,0,0,0,0,0,0
67,121,0,0,0,0,0,0,2,0
76,121,0,0,0,0,0,0,0,0
77,121,0,0,0,0,0,0,0,0
82,121,0,0,0,0,0,0,0,0
84,121,0,0,0,0,0,0,0,0
95,121,0,0,0,0,0,0,0,0
100,121,0,0,0,0,0,0,0,0
101,121,0,5,4,0,0,0,0,0
108,121,0,0,0,0,0,0,0,0
123,121,0,2,1,0,0,0,0,0
139,121,0,0,0,0,0,0,0,0
140,121,0,0,0,0,0,0,0,0
142,121,0,0,0,0,0,0,0,0
143,121,0,0,0,0,0,0,0,0
153,121,0,0,0,0,0,0,0,0
157,121,0,0,0,0,0,0,0,0
158,121,0,0,0,0,0,0,0,0
167,121,0,0,0,0,0,0,0,0
185,121,0,0,0,0,0,0,0,0
2,122,0,0,0,0,0,0,0,0
10,122,0,0,1,1,1,2,1,0
17,122,3,3,4,3,5,7,6,0
23,122,0,0,0,0,0,0,0,0
27,122,0,0,0,0,0,0,0,0
43,122,0,0,0,0,0,0,0,0
45,122,0,0,0,0,0,0,0,0
46,122,0,0,1,0,1,83,6,0
47,122,10,10,8,11,21,17,23,0
57,122,0,0,0,0,0,0,1,0
60,122,3,3,0,1,1,1,4,0
61,122,3,11,11,4,5,5,4,0
65,122,8,9,12,13,15,17,12,0
67,122,0,0,0,0,0,0,0,0
76,122,0,0,0,0,0,0,0,0
77,122,0,0,0,0,0,0,0,0
82,122,0,0,0,0,0,0,0,0
84,122,1,9,1,10,2,10,1,0
95,122,0,0,0,0,1,0,0,0
100,122,0,0,0,0,2,0,1,0
101,122,36,27,22,20,19,26,36,0
105,122,93,160,86,43,24,32,38,18
108,122,0,0,0,0,0,0,0,0
123,122,23,39,12,7,7,6,7,0
139,122,0,0,0,1,1,5,2,0
140,122,0,0,0,0,1,0,0,0
142,122,0,0,0,0,0,0,1,0
143,122,1,1,1,0,1,1,1,0
153,122,0,0,0,0,0,0,0,0
157,122,1,0,0,0,0,0,0,0
158,122,0,0,0,0,0,0,0,0
167,122,2,10,1,14,26,29,22,0
185,122,95,69,189,0,0,0,0,0
2,123,0,0,0,0,14,17,21,0
9,123,457,479,346,349,380,543,0,0
10,123,2650,2750,2453,2539,2850,3261,3244,2860
17,123,15211,17203,15422,15876,17466,18510,17871,17752
23,123,0,0,25,26,34,50,54,0
27,123,225,227,223,268,291,421,367,0
33,123,1053,989,912,1023,1043,1144,1150,0
43,123,492,418,411,504,504,396,491,252
45,123,218,214,205,184,219,254,238,181
46,123,847,877,802,820,1059,1090,1167,998
47,123,2418,2360,1989,2132,2206,2579,2618,0
57,123,133,146,137,131,143,196,212,186
60,123,606,751,706,697,772,1076,969,909
61,123,13920,15217,14451,14776,14625,17503,17081,14927
65,123,18182,18111,15976,16998,18834,21265,20575,17431
67,123,1204,1301,877,936,1171,1210,1110,0
75,123,443,408,412,400,464,488,474,0
76,123,992,921,890,819,1104,1162,1191,966
77,123,109,127,117,161,196,201,167,108
82,123,4720,5330,4691,4860,5609,7804,8137,7975
84,123,3692,3884,2978,3094,3936,4108,3940,3364
86,123,0,2826,2628,2786,3013,2717,0,0
95,123,114,138,125,132,147,144,167,144
100,123,231,260,266,299,379,532,713,747
101,123,3626,3839,3093,3168,3250,3588,3585,0
105,123,612,583,498,482,372,371,365,362
108,123,218,0,0,0,897,0,0,0
124,123,92,105,96,105,112,122,0,0
139,123,2549,2625,2424,2726,3458,4480,4717,4930
140,123,1201,1204,1177,1288,1457,1613,1542,1150
142,123,858,1016,1077,1155,1474,1895,2036,2034
143,123,1837,1695,1378,1376,1521,1766,1629,0
153,123,139,147,171,176,194,227,253,255
156,123,2218,2362,2200,2213,2518,2767,2781,0
157,123,420,434,387,451,556,596,582,0
158,123,192,178,162,206,301,363,353,295
163,123,5704,6337,6072,6576,7180,7951,7995,0
167,123,2524,2424,2327,2738,2676,2366,2278,2215
168,123,2534,2898,2718,3371,3469,3828,0,0
185,123,17627,23789,19673,18815,21147,24142,20792,18374
186,123,16513,17990,17261,17373,19412,19404,20138,18090
2,124,0,0,0,0,1,1,1,0
9,124,3794,3903,3409,3356,3786,4003,0,0
10,124,43,44,39,38,42,47,62,0
17,124,76,81,82,91,106,116,115,0
23,124,0,0,1,1,1,1,1,0
27,124,2,3,2,3,3,3,3,0
33,124,215,212,149,198,186,184,199,0
43,124,9,9,5,4,17,28,22,0
45,124,0,1,1,1,7,2,3,0
46,124,3,3,10,11,10,11,8,0
47,124,454,347,456,501,482,515,533,0
57,124,2,1,1,1,3,3,1,0
60,124,12,19,22,28,28,21,67,0
61,124,309,270,292,231,268,287,253,0
65,124,572,543,469,474,516,541,493,0
67,124,36,49,43,43,46,61,51,0
75,124,209,212,175,172,196,192,176,0
76,124,2,9,7,2,3,5,3,0
77,124,3,5,5,7,7,18,8,0
82,124,166,230,247,234,227,231,287,0
84,124,208,153,137,151,162,175,145,0
86,124,0,418,388,397,423,434,0,0
95,124,12,1,2,2,2,1,1,0
100,124,1,0,0,0,1,0,1,0
101,124,82,112,112,105,97,63,45,0
105,124,186,245,169,145,195,153,115,46
108,124,0,0,0,0,5,0,0,0
123,124,182,193,142,200,267,361,295,0
139,124,2,5,16,24,26,17,12,0
140,124,8,11,10,11,24,28,20,0
142,124,2,4,4,2,3,4,7,0
143,124,21,18,15,12,14,22,17,0
153,124,7,0,1,1,1,1,1,0
156,124,1039,1218,1291,1365,1776,2028,2094,0
157,124,4,3,3,3,3,2,2,0
158,124,2,2,2,2,2,3,3,0
163,124,84,82,82,124,201,242,199,0
167,124,47,32,36,44,181,120,174,0
185,124,639,755,833,909,792,1137,859,700
186,124,2237,2457,2646,2836,3081,3124,3220,1846
2,125,0,0,0,0,0,0,0,0
10,125,1,1,1,1,5,1,1,0
17,125,9,5,7,7,8,9,7,0
23,125,0,0,0,0,0,0,0,0
27,125,0,0,0,0,0,0,0,0
33,125,12,11,12,11,12,12,12,0
43,125,0,0,0,0,0,0,0,0
45,125,0,0,0,0,0,0,0,0
46,125,0,0,4,7,14,13,21,0
47,125,6,6,6,7,7,5,26,0
57,125,0,0,0,0,0,0,0,0
60,125,1,1,1,2,2,2,2,0
61,125,25,5,9,25,11,21,29,0
65,125,8,20,28,18,20,18,13,0
67,125,0,0,1,1,1,2,2,0
76,125,0,0,0,0,0,0,0,0
77,125,0,0,1,2,0,0,0,0
82,125,1,1,0,0,0,1,1,0
84,125,9,7,8,14,2,1,2,0
95,125,0,0,0,0,0,0,0,0
100,125,0,0,0,0,0,0,0,0
101,125,17,15,3,1,47,20,13,0
108,125,0,0,0,0,0,0,0,0
123,125,65,20,20,15,17,19,15,0
139,125,6,0,0,0,0,0,0,0
140,125,0,0,1,0,1,0,0,0
142,125,0,0,0,0,0,0,0,0
143,125,2,0,0,0,1,0,1,0
153,125,0,0,0,0,0,0,0,0
157,125,0,0,0,0,0,0,0,0
158,125,0,0,0,0,0,0,0,0
167,125,28,25,28,29,20,21,21,0
185,125,19,13,26,0,0,0,0,0
186,125,389,401,440,449,468,438,406,251
2,126,0,0,0,0,0,0,0,0
10,126,0,0,1,0,0,0,0,0
17,126,13,8,6,10,17,12,10,0
23,126,0,0,0,0,0,0,0,0
27,126,0,0,1,0,0,0,0,0
43,126,0,0,0,0,0,0,0,0
45,126,0,0,0,0,1,0,0,0
46,126,0,0,0,0,0,1,2,0
47,126,1,9,1,2,25,2,35,0
57,126,0,0,0,0,0,0,0,0
60,126,0,0,0,0,0,2,2,0
61,126,145,102,89,87,131,107,112,0
65,126,3,0,0,8,8,14,15,0
67,126,0,0,0,0,0,0,0,0
76,126,0,0,0,0,0,0,0,0
77,126,0,0,0,0,0,0,0,0
82,126,0,0,0,0,5,0,0,0
84,126,0,5,5,5,5,11,3,0
95,126,0,0,0,0,1,0,0,0
100,126,0,0,0,0,0,0,0,0
101,126,1,1,1,0,0,0,0,0
108,126,0,0,0,0,1,0,0,0
123,126,18,8,13,6,5,4,3,0
139,126,0,0,1,1,0,0,1,0
140,126,1,1,0,0,0,1,0,0
142,126,0,1,0,0,0,1,0,0
143,126,1,0,1,0,0,0,4,0
153,126,0,0,0,0,0,0,0,0
157,126,0,0,0,0,0,0,0,0
158,126,0,0,0,0,0,0,0,0
167,126,27,15,10,12,15,15,15,0
185,126,31,44,18,0,0,0,0,0
2,127,0,0,0,0,0,0,1,0
10,127,58,50,34,17,18,24,34,0
17,127,197,163,171,148,108,138,106,0
23,127,0,0,0,0,0,0,0,0
27,127,1,5,1,3,3,3,4,0
33,127,206,212,231,249,262,274,296,0
43,127,5,2,0,0,1,1,1,0
45,127,5,7,4,3,12,15,6,0
46,127,2,3,6,9,7,3,12,0
47,127,176,163,141,104,125,137,154,0
57,127,1,1,7,15,8,13,21,0
60,127,12,13,10,6,7,5,11,0
61,127,1286,990,839,530,513,481,456,0
65,127,416,527,383,292,346,316,343,0
67,127,88,71,275,231,243,266,267,0
75,127,103,0,0,0,0,0,0,0
76,127,2,15,3,3,2,13,12,0
77,127,0,0,1,1,11,0,0,0
82,127,127,0,155,158,136,142,0,0
84,127,172,194,138,84,64,73,59,0
95,127,1,1,0,1,0,0,0,0
100,127,0,0,0,0,1,0,2,0
101,127,102,72,62,70,67,64,51,0
108,127,3,0,0,0,1,0,0,0
123,127,1210,906,691,559,446,528,0,0
124,127,1,1,1,1,2,3,0,0
139,127,8,7,6,11,47,4,3,0
140,127,149,69,36,43,79,61,57,0
142,127,8,6,8,10,13,8,7,0
143,127,4,3,2,1,3,5,2,0
153,127,15,11,8,6,10,4,15,0
157,127,93,9,1,4,1,1,1,0
158,127,7,6,5,3,0,1,3,0
163,127,28,37,29,58,36,43,45,0
167,127,177,64,82,88,50,32,42,0
185,127,1801,1827,2467,0,0,0,0,0
186,127,2201,2404,2533,2277,2256,2271,2139,1325
2,128,0,0,0,0,230,202,0,0
10,128,33,49,38,40,41,41,36,0
17,128,9,15,9,11,15,19,21,0
27,128,150,165,154,166,174,194,189,0
43,128,28,29,30,29,20,43,27,0
45,128,0,1,0,0,0,0,0,0
46,128,16,14,16,20,20,22,25,0
47,128,8,12,4,4,5,4,6,0
57,128,0,0,0,0,1,1,1,0
60,128,0,1,1,0,2,0,1,0
61,128,7,21,6,8,9,14,8,0
65,128,37,0,0,0,0,0,0,0
67,128,379,448,335,250,274,235,147,0
76,128,0,24,25,29,35,44,46,0
77,128,0,0,0,0,0,0,0,0
84,128,48,49,53,52,47,55,59,0
95,128,0,0,0,0,0,0,1,0
100,128,0,0,0,1,5,0,0,0
101,128,23,37,21,15,20,12,7,0
123,128,39,16,13,8,9,13,13,0
139,128,1,3,3,4,6,6,7,0
140,128,1,1,1,1,1,1,1,0
142,128,0,0,0,11,0,0,0,0
143,128,11,11,39,32,8,5,8,0
153,128,112,127,120,122,127,145,140,0
157,128,1,3,3,3,4,5,5,0
158,128,52,45,34,25,35,41,36,0
167,128,10,11,8,8,9,8,9,0
185,128,81,99,189,0,0,0,0,0
2,129,0,0,0,0,8,8,5,0
9,129,245,280,198,204,212,208,0,0
10,129,260,302,254,237,294,308,315,0
17,129,716,800,692,691,569,606,647,0
23,129,0,0,6,6,7,13,6,0
27,129,44,46,33,54,54,75,63,0
33,129,286,238,238,278,204,235,234,0
43,129,109,111,114,108,131,115,151,0
45,129,82,68,61,59,101,123,86,0
46,129,128,126,128,103,107,118,124,0
47,129,5863,5789,4816,4503,4631,5115,5382,0
57,129,244,292,293,272,257,295,303,0
60,129,632,631,622,641,644,785,948,0
61,129,1505,2774,1787,1305,1084,1060,1028,0
65,129,1620,1615,1405,1386,1536,1710,1870,0
67,129,404,382,280,260,253,263,257,0
75,129,0,0,0,0,0,0,0,0
76,129,112,135,124,130,157,171,167,0
77,129,256,249,200,207,215,188,173,0
82,129,1525,1509,1589,1845,2346,2885,3006,0
84,129,495,461,411,405,366,470,335,0
95,129,113,214,190,184,181,252,200,0
100,129,230,277,230,0,385,0,463,0
101,129,301,332,310,342,298,298,274,0
105,129,65,75,94,76,70,48,49,44
108,129,178,0,0,0,385,0,0,0
123,129,2035,1604,1329,1309,1474,1502,1546,0
139,129,789,915,657,690,822,730,832,0
140,129,274,239,179,197,214,244,224,0
142,129,73,74,62,79,124,155,163,0
143,129,192,217,201,153,157,172,212,0
153,129,32,31,36,34,43,40,31,0
156,129,1650,1816,1860,1425,1160,1278,1284,0
157,129,46,65,54,46,56,57,48,0
158,129,20,17,17,25,16,19,16,0
163,129,2433,2434,1722,1539,1878,2192,1808,0
167,129,10886,10938,9987,10562,10533,8571,8704,0
168,129,495,521,556,471,438,459,0,0
185,129,4738,4969,4783,4017,4079,4500,4520,4173
186,129,3636,3777,3489,2948,3030,3085,2952,1825
2,130,0,0,0,0,0,0,0,0
10,130,11,8,10,14,16,14,15,0
17,130,105,202,173,162,82,87,100,0
23,130,0,0,0,0,16,13,10,0
27,130,1,0,8,0,0,0,0,0
43,130,0,13,2,2,0,1,2,0
45,130,0,0,1,1,1,0,0,0
46,130,25,29,6,21,9,14,2,0
47,130,103,123,92,66,80,116,126,0
57,130,2,3,3,3,2,1,4,0
60,130,3,4,20,11,10,9,7,0
61,130,198,225,148,153,169,235,257,0
65,130,96,145,170,175,162,204,225,0
67,130,17,11,55,45,47,48,75,0
76,130,2,1,3,4,1,2,1,0
77,130,0,0,0,0,0,0,0,0
82,130,37,49,81,74,95,159,199,0
84,130,58,51,45,45,32,55,46,0
95,130,0,0,0,0,0,0,0,0
100,130,0,0,1,1,1,0,1,0
101,130,101,68,55,71,35,30,26,0
105,130,92,112,92,53,35,49,60,10
108,130,0,0,0,0,0,0,0,0
123,130,651,349,368,305,244,317,364,0
124,130,8,8,7,8,8,8,0,0
139,130,1,40,4,6,7,3,6,0
140,130,1,1,2,4,8,7,4,0
142,130,2,5,3,2,4,4,3,0
143,130,4,4,4,2,1,2,5,0
153,130,1,1,0,0,0,0,1,0
157,130,0,1,0,0,0,0,0,0
158,130,0,0,0,0,0,0,0,0
167,130,20,47,39,26,14,19,22,0
185,130,375,513,512,0,0,0,0,0
186,130,363,406,429,427,532,508,573,445
2,131,0,0,0,0,0,0,0,0
10,131,20,19,13,24,11,32,13,0
17,131,73,44,53,35,31,33,27,0
23,131,0,0,0,0,0,0,0,0
27,131,1,11,8,2,2,2,2,0
33,131,165,155,138,142,144,157,163,0
43,131,2,0,0,0,0,1,0,0
45,131,0,4,1,0,0,0,0,0
46,131,2,2,3,6,6,7,4,0
47,131,142,144,192,187,169,352,201,0
57,131,1,1,1,1,1,1,2,0
60,131,15,9,7,11,11,17,2,0
61,131,183,173,134,92,157,172,170,0
65,131,116,121,125,123,150,197,191,0
67,131,3,5,38,30,35,40,34,0
75,131,36,0,0,0,0,0,0,0
76,131,7,19,3,4,6,6,5,0
77,131,0,0,0,1,0,1,0,0
82,131,313,0,104,121,124,138,115,0
84,131,62,75,103,96,122,122,89,0
95,131,0,0,1,1,1,2,2,0
100,131,7,1,1,1,1,0,0,0
101,131,52,109,75,60,54,48,55,0
105,131,156,158,106,82,83,91,118,27
108,131,0,0,0,0,3,0,0,0
123,131,199,103,85,74,100,112,137,0
139,131,3,4,6,6,7,6,6,0
140,131,3,4,6,2,3,5,4,0
142,131,2,4,4,4,3,2,2,0
143,131,5,11,17,24,27,28,20,0
153,131,0,0,0,1,0,0,1,0
157,131,1,11,5,1,0,0,0,0
158,131,0,0,0,0,0,1,0,0
167,131,99,97,52,42,47,59,72,0
185,131,519,670,706,617,598,668,507,295
2,132,0,0,0,0,0,0,0,0
10,132,0,0,0,0,0,0,0,0
17,132,0,0,0,0,0,0,0,0
23,132,0,0,0,0,0,0,0,0
27,132,0,0,0,0,0,0,0,0
43,132,0,0,0,0,0,0,0,0
45,132,0,0,0,0,0,0,0,0
46,132,0,0,0,0,0,0,0,0
47,132,0,0,0,0,0,0,0,0
57,132,0,0,0,0,0,0,0,0
60,132,0,0,0,0,0,0,0,0
61,132,0,0,0,0,0,0,0,0
65,132,0,0,0,0,0,0,0,0
67,132,0,0,0,0,0,0,0,0
76,132,0,0,0,0,0,0,0,0
77,132,0,0,0,0,0,0,0,0
82,132,0,0,0,0,27,0,0,0
84,132,0,0,0,0,0,1,0,0
95,132,0,0,0,0,0,0,0,0
100,132,0,0,0,0,0,0,0,0
101,132,0,0,0,0,0,0,0,0
108,132,0,0,0,0,0,0,0,0
123,132,0,1,1,9,1,1,0,0
139,132,0,0,0,0,0,0,0,0
140,132,0,0,0,0,0,0,0,0
142,132,0,0,0,0,1,0,0,0
143,132,0,0,0,0,0,0,0,0
153,132,0,0,0,0,0,0,0,0
157,132,0,0,0,0,0,0,0,0
158,132,0,0,0,0,0,0,0,0
167,132,0,0,0,0,0,0,0,0
185,132,0,0,0,0,0,0,0,0
2,134,0,0,0,0,0,0,0,0
10,134,29,9,9,10,10,14,18,0
17,134,56,116,62,81,128,253,118,0
23,134,0,0,0,0,0,0,0,0
27,134,7,9,13,9,3,3,3,0
43,134,10,12,6,3,3,4,5,0
45,134,8,9,9,9,14,14,11,0
46,134,2,1,1,4,3,6,1,0
47,134,148,164,150,150,171,185,233,0
57,134,21,27,12,12,7,7,6,0
60,134,23,24,13,54,7,7,10,0
61,134,135,137,325,468,508,549,518,0
65,134,308,238,253,276,271,300,263,0
67,134,10,7,160,149,172,201,211,0
75,134,209,224,223,154,253,250,252,0
76,134,14,4,3,2,2,2,3,0
77,134,0,0,1,0,1,1,1,0
82,134,29,81,54,60,112,118,79,0
84,134,64,99,75,65,38,67,36,0
95,134,16,21,27,22,16,12,8,0
100,134,14,8,4,5,11,0,1,0
101,134,155,125,132,138,219,223,218,0
108,134,1,0,0,0,101,0,0,0
123,134,384,246,249,223,209,200,169,0
139,134,10,11,16,8,7,8,5,0
140,134,20,48,39,32,28,32,27,0
142,134,14,21,14,6,12,12,8,0
143,134,456,610,474,430,542,592,632,0
153,134,7,5,2,1,1,1,1,0
156,134,254,252,258,201,332,321,317,0
157,134,0,0,0,0,0,0,2,0
158,134,8,9,8,5,5,3,2,0
167,134,16,27,18,14,10,16,23,0
185,134,175,128,151,0,0,0,0,0
186,134,1995,2103,2245,2100,2176,2425,2648,2196
2,135,0,0,0,0,0,0,0,0
9,135,549,508,439,386,384,387,0,0
10,135,0,0,0,0,1,19,4,0
17,135,5,5,4,4,6,7,6,0
23,135,0,0,0,0,0,0,0,0
27,135,0,0,0,1,2,0,1,0
43,135,0,0,0,0,0,0,0,0
45,135,0,0,0,0,0,0,0,0
46,135,0,0,0,0,0,0,1,0
47,135,3,1,0,7,9,11,13,0
57,135,0,0,0,0,0,0,0,0
60,135,0,0,0,0,0,1,0,0
61,135,0,0,0,0,0,0,0,0
65,135,5,5,6,6,7,8,8,0
67,135,0,0,7,6,8,6,5,0
76,135,0,0,0,0,0,0,0,0
77,135,65,69,60,57,60,55,43,0
82,135,0,0,1,2,5,0,0,0
84,135,0,1,0,4,1,0,0,0
95,135,0,0,0,0,0,0,0,0
100,135,0,0,0,0,0,0,0,0
101,135,7,3,3,2,0,0,0,0
108,135,0,0,0,0,0,0,0,0
123,135,41,33,25,17,16,17,16,0
124,135,48,56,50,34,38,21,0,0
139,135,0,0,0,0,1,1,2,0
140,135,0,0,1,3,0,0,0,0
142,135,0,0,0,0,0,0,0,0
143,135,42,0,0,1,0,0,0,0
153,135,0,0,0,0,0,0,0,0
157,135,0,0,0,0,0,0,0,0
158,135,0,0,0,0,0,0,0,0
167,135,55,44,26,16,10,3,2,0
185,135,518,130,26,0,0,0,0,0
2,136,0,0,0,0,0,0,0,0
10,136,1,1,1,2,1,2,1,0
17,136,5,3,2,3,5,6,2,0
23,136,0,0,0,0,0,0,0,0
27,136,0,0,0,0,0,0,0,0
43,136,0,0,0,0,0,0,0,0
45,136,0,0,0,0,0,0,0,0
46,136,0,0,0,0,0,7,0,0
47,136,44,36,24,24,21,17,20,0
57,136,0,0,0,0,0,0,0,0
60,136,5,5,6,3,1,1,2,0
61,136,7,12,16,10,26,39,29,0
65,136,41,43,36,0,42,48,0,0
67,136,0,0,0,0,1,1,0,0
76,136,0,0,0,0,0,0,0,0
77,136,0,0,0,0,0,0,0,0
82,136,1,0,2,2,0,0,0,0
84,136,18,36,37,17,24,9,4,0
95,136,0,0,0,0,0,0,0,0
100,136,0,0,0,0,0,0,0,0
101,136,13,9,8,19,20,21,22,0
108,136,0,0,0,0,0,0,0,0
123,136,26,25,19,16,23,30,35,0
139,136,0,0,0,0,0,0,1,0
140,136,1,3,1,1,3,4,2,0
142,136,0,0,0,0,0,0,0,0
143,136,0,2,0,0,1,0,0,0
153,136,0,0,0,0,0,0,0,0
157,136,0,0,0,0,0,0,0,0
158,136,0,0,0,0,0,0,0,0
167,136,10,9,7,2,3,7,8,0
185,136,109,194,18,0,0,0,0,0
2,137,0,0,0,0,0,0,0,0
9,137,82,60,53,48,54,55,0,0
10,137,13,19,12,17,51,9,8,0
17,137,53,25,26,29,71,92,65,0
23,137,0,0,0,0,0,0,0,0
27,137,1,1,1,1,2,2,3,0
43,137,0,1,0,1,0,1,1,0
45,137,0,0,1,0,0,0,0,0
46,137,1,1,1,1,2,6,3,0
47,137,63,70,54,58,63,70,86,0
57,137,0,0,0,0,0,0,0,0
60,137,50,9,30,25,19,18,29,0
61,137,163,153,135,158,98,242,263,0
65,137,206,210,263,306,307,301,371,0
67,137,1,7,31,25,35,51,48,0
76,137,1,1,1,1,2,2,2,0
77,137,0,0,0,0,1,1,0,0
82,137,16,9,19,21,19,21,24,0
84,137,57,49,78,83,86,80,83,0
95,137,0,1,0,0,0,0,1,0
100,137,1,0,1,0,0,0,0,0
101,137,33,41,21,20,16,22,24,0
108,137,0,0,0,0,0,0,0,0
123,137,290,267,267,161,271,322,357,0
139,137,2,3,3,2,2,2,2,0
140,137,7,9,10,10,9,12,16,0
142,137,1,0,0,0,1,1,1,0
143,137,29,12,39,5,12,40,8,0
153,137,3,0,0,0,0,17,1,0
157,137,0,0,0,0,0,0,0,0
158,137,0,1,0,1,0,1,1,0
167,137,46,44,58,42,43,58,72,0
185,137,653,1127,174,0,0,0,0,0
186,137,3258,3247,4201,2978,3030,3657,4039,3051
2,138,0,0,0,0,0,1,0,0
9,138,573,635,600,574,629,687,0,0
10,138,12,16,16,14,15,17,18,0
17,138,57,45,44,40,82,74,49,0
23,138,0,0,0,0,0,0,0,0
27,138,9,13,10,8,9,11,11,0
33,138,224,192,165,149,210,208,266,0
43,138,6,2,0,1,1,3,6,0
45,138,0,3,1,0,0,0,0,0
46,138,11,10,9,15,17,20,26,0
47,138,60,67,70,100,135,161,148,0
57,138,2,1,1,1,1,1,2,0
60,138,58,50,89,130,75,35,29,0
61,138,151,171,517,226,234,218,242,0
65,138,235,248,241,327,374,514,648,0
67,138,6,13,34,34,41,62,60,0
75,138,1020,1097,1107,1137,1209,1259,1170,0
76,138,51,47,63,60,74,71,80,0
77,138,8,8,8,6,8,10,8,0
82,138,205,193,191,255,252,226,307,0
84,138,56,62,49,46,56,62,44,0
86,138,0,1180,1250,1361,1626,1551,0,0
95,138,0,1,2,1,1,1,4,0
100,138,3,3,0,0,4,0,5,0
101,138,81,102,111,116,127,105,103,0
105,138,521,722,557,492,438,402,463,170
108,138,1,0,0,0,2,0,0,0
123,138,566,432,382,345,411,450,566,0
124,138,71,81,103,148,184,208,0,0
139,138,2,19,16,21,20,21,28,0
140,138,3,4,6,7,10,9,12,0
142,138,2,3,4,6,3,6,6,0
143,138,11,12,15,16,17,17,27,0
153,138,0,0,0,0,0,1,1,0
156,138,1109,1286,1311,1329,1390,1742,1925,0
157,138,1,43,20,0,0,1,1,0
158,138,1,1,5,13,14,10,10,0
163,138,54,96,108,128,122,157,171,0
167,138,34,49,79,81,77,116,121,0
185,138,205,308,277,263,277,359,411,355
186,138,2520,2545,2618,2836,3095,3415,3466,2258
2,139,0,0,0,0,40,65,43,0
10,139,968,1031,899,935,1121,1299,1325,1186
17,139,834,1079,910,983,1044,1102,1228,1262
23,139,0,0,46,39,50,56,53,0
27,139,177,204,168,217,237,267,253,148
33,139,120,118,102,118,120,141,142,0
43,139,318,258,224,292,398,398,441,314
45,139,35,73,102,41,56,76,73,48
46,139,999,989,819,773,765,885,999,831
47,139,723,836,879,854,1077,1035,1158,1032
57,139,79,130,125,106,158,211,232,154
60,139,243,260,282,315,361,413,449,384
61,139,1522,1658,1651,1540,1644,2108,2045,2205
65,139,5174,6468,5833,6282,7240,7903,8049,7480
67,139,392,513,489,465,386,664,568,250
76,139,654,637,558,626,698,800,906,507
77,139,14,15,14,20,26,30,28,0
82,139,1062,1180,1177,1230,1446,2050,2072,1634
84,139,1650,1759,1728,1692,2052,2151,1845,1631
95,139,46,66,73,89,90,105,109,96
100,139,355,350,0,0,310,396,401,384
101,139,425,473,463,423,560,657,588,0
105,139,44,100,68,60,62,94,98,8
108,139,157,0,0,0,249,0,0,0
123,139,1751,2359,2092,2359,2654,3379,3687,3817
140,139,143,150,165,185,263,288,284,131
142,139,150,193,223,250,308,407,397,365
143,139,1105,1115,720,560,561,602,547,0
153,139,35,36,41,50,61,84,92,76
157,139,782,782,727,806,824,898,884,433
158,139,75,86,79,87,109,131,127,109
163,139,951,1057,1157,1212,1732,1704,2550,0
167,139,819,711,705,943,931,786,846,797
168,139,542,651,576,688,758,773,0,0
185,139,2325,2815,3456,3166,2730,2778,3167,2386
186,139,1903,2063,2034,2099,2525,2571,2560,1769
2,140,0,0,0,0,1,3,2,0
10,140,101,100,91,111,141,131,122,101
17,140,827,922,743,655,732,691,727,479
23,140,0,0,1,2,2,2,3,0
27,140,11,15,16,15,20,22,26,0
33,140,109,103,85,90,96,116,117,0
43,140,23,12,23,21,21,24,30,7
45,140,11,11,11,11,15,15,15,18
46,140,56,63,53,74,71,65,91,69
47,140,221,272,200,189,189,191,205,0
57,140,6,14,12,16,15,22,27,30
60,140,33,20,44,43,95,78,104,63
61,140,2118,2277,2087,1994,1759,2029,1816,1605
65,140,1162,1279,1147,1171,1458,1598,1473,0
67,140,82,113,77,69,82,133,136,0
76,140,106,115,96,102,92,106,109,50
77,140,3,5,4,6,8,11,12,0
82,140,582,626,944,673,853,1005,1239,1031
84,140,401,447,436,414,525,534,465,288
95,140,3,12,8,6,6,5,7,7
100,140,9,13,0,0,20,20,21,19
101,140,560,554,569,659,624,524,523,0
108,140,8,0,0,0,77,0,0,0
123,140,619,786,665,648,931,1220,1350,1364
124,140,3,4,6,5,6,6,0,0
139,140,52,64,64,81,114,120,131,121
142,140,37,48,39,42,64,71,81,67
143,140,31,39,18,23,28,38,45,0
153,140,15,5,3,3,6,5,7,8
157,140,9,10,8,9,11,14,13,0
158,140,10,11,9,10,11,12,14,8
163,140,3771,3849,3352,3344,3757,3836,4032,0
167,140,286,244,213,180,206,154,146,168
168,140,439,388,333,358,387,398,0,0
185,140,1626,1864,1881,1879,1857,2096,2679,1203
186,140,1092,1216,1133,1154,1212,1448,1584,718
2,141,0,0,0,0,1,1,0,0
10,141,50,80,77,70,66,89,112,0
17,141,268,319,340,292,259,276,231,0
23,141,0,0,2,8,6,10,11,0
27,141,5,3,4,3,2,3,3,0
43,141,4,3,7,10,8,10,14,0
45,141,3,4,3,6,3,6,7,0
46,141,3,7,4,8,6,50,6,0
47,141,188,280,159,139,146,180,200,0
57,141,0,1,1,1,1,3,2,0
60,141,40,54,50,49,42,46,34,0
61,141,792,1144,931,902,949,1130,1758,0
